Sat Feb 10 04:07:42 2024    profile_result.prof

         475501 function calls (461770 primitive calls) in 1.836 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      168    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:418(__getattr__)
       36    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:195(_indent)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\builtin_trap.py:72(activate)
        7    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pygments\regexopt.py:22(make_charset)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowFlag}
       21    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\fancy_getopt.py:442(translate_longopt)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\ansi_code_processor.py:74(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4753(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:852(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:809(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:1177(init_create_namespaces)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\completion_html.py:128(__init__)
      176    0.000    0.000    0.000    0.000 {built-in method y}
      111    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2040(validate)
        5    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:870(tag)
        6    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:1133(_parsems)
        7    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\extern\__init__.py:24(_module_matches_namespace)
       20    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:3402(subclass_init)
       18    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:329(month)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic.py:182(magic_deco)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\attrsettr.py:38(_set_attr_opt)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pygments\styles\default.py:16(DefaultStyle)
        8    0.000    0.000    0.000    0.000 {built-in method setPlaceholderText}
      166    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\testing.py:124(TestParseResultsAsserts)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:298(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1347(_iter_member_by_def_)
        5    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       10    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1926(_caller)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\ntpath.py:87(isabs)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\pathlib.py:765(__truediv__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\compiler.py:55(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:757(preParse)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5044(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\debugger.py:26(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\locale.py:593(getlocale)
        5    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:1085(observe)
      115    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       12    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:621(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:64(<lambda>)
      142    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 C:\Python311\Lib\threading.py:264(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\ctypes\__init__.py:393(__getitem__)
        3    0.000    0.000    0.000    0.000 {built-in method _overlapped.CreateIoCompletionPort}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:43(enabled)
        2    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:23(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\ccompiler.py:25(CCompiler)
       28    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:891(__hash__)
        3    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2412(__init__)
       54    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
      126    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:199(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\version.py:444(_cmpkey)
       18    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:728(__delattr__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\msvc.py:270(PlatformInfo)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\pathlib.py:530(_make_child)
       15    0.000    0.000    0.000    0.000 C:\Python311\Lib\threading.py:267(__exit__)
       27    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:662(_get_default_metavar_for_optional)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\utils\coloransi.py:175(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\completerlib.py:58(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\socket.py:520(type)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:2385(_find_with_lazy_load)
       53    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\utils\descriptions.py:136(add_article)
        6    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2704(validate)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\builtin_trap.py:79(deactivate)
       16    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\platform\asyncio.py:499(__getattribute__)
      104    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:64(hasHeightForWidth)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:322(_delegating_property)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\vtkmodules\qt\QVTKRenderWindowInteractor.py:412(__getattr__)
       39    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:418(__getattr__)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:959(_find_data_type_)
        1    0.000    0.000    0.000    0.000 {keys}
        2    0.000    0.000    0.000    0.000 {built-in method setPalette}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:257(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\linecache.py:147(lazycache)
       17    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:58(_is_sunder)
        2    0.000    0.000    0.000    0.000 {built-in method setColumnCount}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:89(__compat__)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\manager.py:129(_client_factory_default)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\ntpath.py:51(normcase)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2191(_resolve_string)
        5    0.000    0.000    0.000    0.000 {built-in method _overlapped.GetQueuedCompletionStatus}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\dist.py:388(Distribution)
       15    0.000    0.000    0.000    0.000 C:\Python311\Lib\threading.py:279(_is_owned)
        3    0.000    0.000    0.000    0.000 {built-in method resizeDocks}
       10    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\signal.py:34(_enum_to_int)
       49    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:1256(_patch)
        9    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic_arguments.py:199(real_name)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:913(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\functools.py:100(method_cache)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\subprocess.py:1116(__del__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\logger.py:33(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:1053(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:207(__enter__)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\_weakrefset.py:37(__init__)
       14    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:3011(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\events.py:28(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:322(weekday)
       41    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:1130(init_pdb)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:44(_Outcome)
        6    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:395(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\logging\__init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\uuid.py:139(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method setAcceptDrops}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5509(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\subprocess.py:1383(_make_inheritable)
        5    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2889(class_init)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:3034(__init__)
       96    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\socket.py:366(fileno)
        2    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
        7    0.000    0.000    0.000    0.000 {built-in method addAction}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:210(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\base_events.py:1930(set_debug)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\utils\coloransi.py:120(copy)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
      106    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\discovery.py:78(_Finder)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:487(Lock)
        2    0.000    0.000    0.000    0.000 {built-in method style}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\iostream.py:246(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\pathlib.py:536(__str__)
       24    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:213(isspace)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\platform.py:1102(python_implementation)
        2    0.000    0.000    0.000    0.000 {method 'RemoveActor' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\discovery.py:287(ConfigDiscovery)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4578(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\os.py:282(walk)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
